139.59.162.53,8118,http
118.171.106.73,8088,http
217.106.238.32,8000,http
86.208.110.49,80,http
148251160237,3128,http
195123209104,80,http
46.218.73.162,80,http
138.68.134.255,8118,http
163.172.86.64,3128,http
186.93.8.172,8080,http
